GEO_NAME,0,1
Albion,,5323.0
Belleville,,217.0
Berry,,10118.0
Black Earth (Town),,5881.0
Black Earth (Village),,171.0
Blooming Grove,,628.0
Blue Mounds (Town),,9516.0
Blue Mounds (Village),,230.0
Bristol,,2960.0
Brooklyn,,55.0
Burke,,4361.0
Cambridge,,230.0
Christiana,,4906.0
Cottage Grove (Town),,6311.0
Cottage Grove (Village),,1037.0
Cross Plains (Town),,9285.0
Cross Plains (Village),,521.0
Dane (Town),,5536.0
Dane (Village),,51.0
DeForest,,1129.0
Deerfield (Town),,6663.0
Deerfield (Village),,352.0
Dunkirk,,4402.0
Dunn,,8079.0
Edgerton,,30.0
Fitchburg,,7056.0
Madison,,21156.0
Maple Bluff,,175.0
Marshall,,394.0
Mazomanie (Town),,9405.0
Mazomanie (Village),,348.0
McFarland,,1332.0
Medina,,5190.0
Middleton (City),,2075.0
Middleton (Town),,4249.0
Monona,,822.0
Montrose,,5682.0
Mount Horeb,,847.0
Oregon (Town),,5124.0
Oregon (Village),,914.0
Perry,,9695.0
Pleasant Springs,,5888.0
Primrose,,7637.0
Rockdale,,71.0
Roxbury,,8904.0
Rutland,,6581.0
Shorewood Hills,,292.0
Springdale,,10461.0
Springfield,,3889.0
Stoughton,,1525.0
Sun Prairie (City),,2097.0
Sun Prairie (Town),,3395.0
Vermont,,16586.0
Verona (City),,1310.0
Verona (Town),,5791.0
Vienna,,2156.0
Waunakee,,1101.0
Westport,,3505.0
Windsor,,1771.0
York,,4561.0
