GEO_NAME,0,1
Albion,,6435.0
Belleville,,412.0
Berry,,11392.0
Black Earth (Town),,6235.0
Black Earth (Village),,246.0
Blooming Grove,,685.0
Blue Mounds (Town),,10732.0
Blue Mounds (Village),,284.0
Bristol,,4194.0
Brooklyn,,134.0
Burke,,5152.0
Cambridge,,353.0
Christiana,,6091.0
Cottage Grove (Town),,7877.0
Cottage Grove (Village),,1129.0
Cross Plains (Town),,10070.0
Cross Plains (Village),,635.0
Dane (Town),,6011.0
Dane (Village),,134.0
DeForest,,1927.0
Deerfield (Town),,8122.0
Deerfield (Village),,616.0
Dunkirk,,4812.0
Dunn,,8387.0
Edgerton,,88.0
Fitchburg,,8261.0
Madison,,25796.0
Maple Bluff,,310.0
Marshall,,605.0
Mazomanie (Town),,9790.0
Mazomanie (Village),,446.0
McFarland,,1510.0
Medina,,6366.0
Middleton (City),,2668.0
Middleton (Town),,5358.0
Monona,,939.0
Montrose,,7693.0
Mount Horeb,,1024.0
Oregon (Town),,7114.0
Oregon (Village),,1260.0
Perry,,12485.0
Pleasant Springs,,6729.0
Primrose,,9478.0
Rockdale,,114.0
Roxbury,,9240.0
Rutland,,7939.0
Shorewood Hills,,327.0
Springdale,,11514.0
Springfield,,4614.0
Stoughton,,1610.0
Sun Prairie (City),,3347.0
Sun Prairie (Town),,4078.0
Vermont,,17057.0
Verona (City),,1863.0
Verona (Town),,6531.0
Vienna,,2820.0
Waunakee,,1625.0
Westport,,4190.0
Windsor,,3471.0
York,,5551.0
